한글명,추가명,종목코드,표준코드,시장
큐캐피탈,,016600,KR7016600009,KOSDAQ
크라우드웍스,,355390,KR7355390006,KOSDAQ
크라운제과,,264900,KR7264900002,KOSPI
크라운제과우,,26490K,KR726490K013,KOSPI
크라운해태홀딩스,,005740,KR7005740006,KOSPI
크라운해태홀딩스우,,005745,KR7005741004,KOSPI
크래프톤,,259960,KR7259960003,KOSPI
크레버스,,096240,KR7096240007,KOSDAQ
크레오에스지,,040350,KR7040350001,KOSDAQ
크로넥스,,215570,KR7215570003,KONEX
크리스에프앤씨,크리스F&C,110790,KR7110790003,KOSDAQ
크린앤사이언스,,045520,KR7045520004,KOSDAQ
클래시스,,214150,KR7214150005,KOSDAQ
클로봇,,466100,KR7466100005,KOSDAQ
클리오,,237880,KR7237880000,KOSDAQ
키네마스터,,139670,KR7139670004,KOSDAQ
키다리스튜디오,,020120,KR7020120002,KOSPI
키스트론,,475430,KR7475430005,KOSDAQ
키움제10호스팩,,487720,KR7487720005,KOSDAQ
키움제11호스팩,,489480,KR7489480004,KOSDAQ
키움증권,,039490,KR7039490008,KOSPI
키움히어로제1호스팩,,466690,KR7466690005,KOSDAQ
키이스트,,054780,KR7054780002,KOSDAQ
킵스파마,,256940,KR7256940008,KOSDAQ
타스컴,,336040,KR7336040001,KONEX
타이거일렉,,219130,KR7219130002,KOSDAQ
타이드,,346010,KR7346010002,KONEX
타임기술,,318660,KR7318660008,KONEX
타조이엔터테인먼트,,476710,KR7476710009,KONEX
탈로스,,434190,KR7434190005,KONEX
탑런토탈솔루션,,336680,KR7336680004,KOSDAQ
탑머티리얼,,360070,KR7360070007,KOSDAQ
탑선,,180060,KR7180060006,KONEX
탑엔지니어링,,065130,KR7065130007,KOSDAQ
탑코미디어,,134580,KR7134580000,KOSDAQ
태경비케이,,014580,KR7014580005,KOSPI
태경산업,,015890,KR7015890007,KOSPI
태경케미컬,,006890,KR7006890008,KOSPI
태광,,023160,KR7023160005,KOSDAQ
태광산업,,003240,KR7003240009,KOSPI
태림포장,,011280,KR7011280005,KOSPI
태성,,323280,KR7323280008,KOSDAQ
태양,,053620,KR7053620001,KOSDAQ
태양3C,,052960,KR7052960002,KONEX
태양금속,,004100,KR7004100004,KOSPI
태양금속우,,004105,KR7004101002,KOSPI
태양기계,,116100,KR7116100009,KONEX
태영건설,,009410,KR7009410002,KOSPI
태영건설우,,009415,KR7009411000,KOSPI
태웅,,044490,KR7044490001,KOSDAQ
태웅로직스,,124560,KR7124560004,KOSDAQ
태원물산,,001420,KR7001420009,KOSPI
테고사이언스,,191420,KR7191420009,KOSDAQ
테라뷰,,950250,KR8826050005,KOSDAQ
테라사이언스,,073640,KR7073640005,KOSDAQ
테라젠이텍스,,066700,KR7066700006,KOSDAQ
테스,,095610,KR7095610002,KOSDAQ
테이팩스,,055490,KR7055490007,KOSPI
테크엘,,064520,KR7064520000,KOSDAQ
테크윙,,089030,KR7089030001,KOSDAQ
테크트랜스,,258050,KR7258050004,KONEX
텔레칩스,,054450,KR7054450002,KOSDAQ
텔코웨어,,078000,KR7078000007,KOSPI
텔콘RF제약,,200230,KR7200230001,KOSDAQ
토니모리,,214420,KR7214420002,KOSPI
토마토시스템,,393210,KR7393210000,KOSDAQ
토모큐브,,475960,KR7475960001,KOSDAQ
토박스코리아,,215480,KR7215480005,KOSDAQ
토비스,,051360,KR7051360006,KOSDAQ
토탈소프트,,045340,KR7045340007,KOSDAQ
톱텍,,108230,KR7108230004,KOSDAQ
투비소프트,,079970,KR7079970000,KOSDAQ
툴젠,,199800,KR7199800004,KOSDAQ
트루엔,,417790,KR7417790003,KOSDAQ
트윔,,290090,KR7290090000,KOSDAQ
특수건설,,026150,KR7026150003,KOSDAQ
티디에스팜,,464280,KR7464280007,KOSDAQ
티로보틱스,,117730,KR7117730002,KOSDAQ
티비씨,,033830,KR7033830001,KOSDAQ
티사이언티픽,,057680,KR7057680001,KOSDAQ
티쓰리,,204610,KR7204610000,KOSDAQ
티씨머티리얼즈,,125020,KR7125020008,KOSDAQ
티씨케이,,064760,KR7064760002,KOSDAQ
티앤알바이오팹,,246710,KR7246710008,KOSDAQ
티앤엘,,340570,KR7340570001,KOSDAQ
티에스넥스젠,,043220,KR7043220003,KOSDAQ
티에스아이,,277880,KR7277880001,KOSDAQ
티에스이,,131290,KR7131290009,KOSDAQ
티에이치엔,,019180,KR7019180009,KOSPI
티에프이,,425420,KR7425420007,KOSDAQ
티엑스알로보틱스,,484810,KR7484810007,KOSDAQ
티엔엔터테인먼트,,131100,KR7131100000,KOSDAQ
티엘비,,356860,KR7356860007,KOSDAQ
티엘엔지니어링,,413300,KR7413300005,KONEX
티엠씨,,217590,KR7217590009,KOSPI
티와이홀딩스,,363280,KR7363280009,KOSPI
티와이홀딩스우,,36328K,KR736328K013,KOSPI
티움바이오,,321550,KR7321550006,KOSDAQ
티웨이항공,,091810,KR7091810002,KOSPI
티웨이홀딩스,,004870,KR7004870002,KOSPI
티이엠씨,,425040,KR7425040003,KOSDAQ
티이엠씨씨엔에스,,241790,KR7241790005,KOSDAQ
티케이지애강,,022220,KR7022220008,KOSDAQ
티케이케미칼,,104480,KR7104480009,KOSDAQ
티플랙스,,081150,KR7081150005,KOSDAQ
티피씨글로벌,,130740,KR7130740004,KOSDAQ
틸론,,217880,KR7217880004,KONEX
팅크웨어,,084730,KR7084730001,KOSDAQ
파두,,440110,KR7440110005,KOSDAQ
파라다이스,,034230,KR7034230003,KOSPI
파라택시스코리아,,288330,KR7288330004,KOSDAQ
파라텍,,033540,KR7033540006,KOSDAQ
파로스아이바이오,,388870,KR7388870008,KOSDAQ
파루,,043200,KR7043200005,KOSDAQ
파마리서치,,214450,KR7214450009,KOSDAQ
파마리서치바이오,,217950,KR7217950005,KONEX
파미셀,,005690,KR7005690003,KOSPI
파버나인,,177830,KR7177830007,KOSDAQ
파세코,,037070,KR7037070000,KOSDAQ
파수,,150900,KR7150900009,KOSDAQ
파워 200,,152870,KR7152870002,KOSPI
파워 K-주주가치액티브,,491510,KR7491510004,KOSPI
파워 고배당저변동성,,192720,KR7192720001,KOSPI
파워 종합채권(AA-이상)액티브,,498180,KR7498180009,KOSPI
파워 코스피100,,140950,KR7140950007,KOSPI
파워넷,,037030,KR7037030004,KOSDAQ
파워로직스,,047310,KR7047310008,KOSDAQ
파이버프로,,368770,KR7368770004,KOSDAQ
파이오링크,,170790,KR7170790000,KOSDAQ
파인디앤씨,,049120,KR7049120009,KOSDAQ
파인디지털,,038950,KR7038950002,KOSDAQ
파인메딕스,,387570,KR7387570005,KOSDAQ
파인엠텍,,441270,KR7441270006,KOSDAQ
파인테크닉스,,106240,KR7106240005,KOSDAQ
파인텍,,131760,KR7131760001,KOSDAQ
파커스,,065690,KR7065690000,KOSDAQ
파크시스템스,,140860,KR7140860008,KOSDAQ
파트론,,091700,KR7091700005,KOSDAQ
판도라티비,,202960,KR7202960001,KONEX
판타지오,,032800,KR7032800005,KOSDAQ
팜스빌,,318010,KR7318010006,KOSDAQ
팜스코,,036580,KR7036580009,KOSPI
팜스토리,,027710,KR7027710003,KOSDAQ
팜젠사이언스,,004720,KR7004720009,KOSPI
팡스카이,,266350,KR7266350008,KONEX
패션플랫폼,,225590,KR7225590009,KOSDAQ
팬스타엔터프라이즈,,054300,KR7054300009,KOSDAQ
팬엔터테인먼트,,068050,KR7068050004,KOSDAQ
팬오션,,028670,KR7028670008,KOSPI
팬젠,,222110,KR7222110009,KOSDAQ
팸텍,,271830,KR7271830002,KOSDAQ
퍼스텍,,010820,KR7010820009,KOSPI
퍼시스,,016800,KR7016800005,KOSPI
펄어비스,,263750,KR7263750002,KOSDAQ
펌텍코리아,,251970,KR7251970000,KOSDAQ
페스카로,,0015S0,KR70015S0005,KOSDAQ
페이퍼코리아,,001020,KR7001020007,KOSPI
펨토바이오메드,,327610,KR7327610002,KONEX
펨트론,,168360,KR7168360006,KOSDAQ
펩트론,,087010,KR7087010005,KOSDAQ
평화산업,,090080,KR7090080003,KOSPI
평화홀딩스,,010770,KR7010770006,KOSPI
포니링크,,064800,KR7064800006,KOSDAQ
포메탈,,119500,KR7119500007,KOSDAQ
포바이포,,389140,KR7389140005,KOSDAQ
포스뱅크,,105760,KR7105760003,KOSDAQ
포스코DX,,022100,KR7022100002,KOSPI
포스코스틸리온,,058430,KR7058430000,KOSPI
포스코엠텍,,009520,KR7009520008,KOSDAQ
포스코인터내셔널,,047050,KR7047050000,KOSPI
포스코퓨처엠,,003670,KR7003670007,KOSPI
포시에스,,189690,KR7189690001,KOSDAQ
포인트모바일,,318020,KR7318020005,KOSDAQ
포인트엔지니어링,,256630,KR7256630005,KOSDAQ
포커스에이아이,,331380,KR7331380006,KOSDAQ
포톤,,208710,KR7208710004,KOSDAQ
폰드그룹,,472850,KR7472850007,KOSDAQ
폴라리스AI,,039980,KR7039980008,KOSDAQ
폴라리스AI파마,,041910,KR7041910001,KOSDAQ
폴라리스세원,,234100,KR7234100006,KOSDAQ
폴라리스오피스,,041020,KR7041020009,KOSDAQ
폴라리스우노,,114630,KR7114630007,KOSDAQ
푸드나무,,290720,KR7290720002,KOSDAQ
푸드웰,,005670,KR7005670005,KOSDAQ
푸른기술,,094940,KR7094940004,KOSDAQ
푸른저축은행,,007330,KR7007330004,KOSDAQ
풀무원,,017810,KR7017810003,KOSPI
풍강,,093380,KR7093380004,KOSDAQ
풍국주정,,023900,KR7023900004,KOSDAQ
풍산,,103140,KR7103140000,KOSPI
풍산홀딩스,,005810,KR7005810007,KOSPI
풍원정밀,,371950,KR7371950007,KOSDAQ
퓨런티어,,370090,KR7370090003,KOSDAQ
퓨릿,,445180,KR7445180003,KOSDAQ
퓨쳐메디신,,341170,KR7341170009,KONEX
퓨쳐켐,,220100,KR7220100002,KOSDAQ
프럼파스트,,035200,KR7035200005,KOSDAQ
프레스티지바이오로직스,,334970,KR7334970001,KOSDAQ
프레스티지바이오파마,,950210,KR8702070002,KOSPI
프로브잇,,227100,KR7227100005,KOSDAQ
프로이천,,321260,KR7321260002,KOSDAQ
프로젠,,296160,KR7296160005,KONEX
프로텍,,053610,KR7053610002,KOSDAQ
프로티나,,468530,KR7468530001,KOSDAQ
프로티아,,303360,KR7303360002,KOSDAQ
프롬바이오,,377220,KR7377220009,KOSDAQ
프리시젼바이오,,335810,KR7335810008,KOSDAQ
프리엠스,,053160,KR7053160008,KOSDAQ
플라즈맵,,405000,KR7405000001,KOSDAQ
플래스크,,041590,KR7041590001,KOSDAQ
플래티어,,367000,KR7367000007,KOSDAQ
플랜티넷,,075130,KR7075130005,KOSDAQ
플럼라인생명과학,,222670,KR7222670002,KONEX
플레이그램,,009810,KR7009810003,KOSPI
플레이디,,237820,KR7237820006,KOSDAQ
플레이위드,,023770,KR7023770001,KOSDAQ
플루토스,,019570,KR7019570001,KOSDAQ
플리토,,300080,KR7300080009,KOSDAQ
피노,,033790,KR7033790007,KOSDAQ
피델릭스,,032580,KR7032580003,KOSDAQ
피씨디렉트,,051380,KR7051380004,KOSDAQ
피씨엘,,241820,KR7241820000,KOSDAQ
피아이이,,452450,KR7452450000,KOSDAQ
피앤씨테크,,237750,KR7237750005,KOSDAQ
피앤에스로보틱스,,460940,KR7460940000,KOSDAQ
피에스케이,,319660,KR7319660007,KOSDAQ
피에스케이홀딩스,PSK홀딩스/PSK 홀딩스,031980,KR7031980006,KOSDAQ
피에스텍,,002230,KR7002230001,KOSDAQ
피에이치에이,,043370,KR7043370006,KOSDAQ
피엔에이치테크,P&H테크,239890,KR7239890007,KOSDAQ
피엔케이피부임상연구센타,,347740,KR7347740003,KOSDAQ
피엔티,,137400,KR7137400008,KOSDAQ
피엔티엠에스,,257370,KR7257370007,KOSDAQ
피엠티,,147760,KR7147760003,KOSDAQ
피제이메탈,,128660,KR7128660008,KOSDAQ
피제이전자,,006140,KR7006140008,KOSDAQ
피코그램,,376180,KR7376180006,KOSDAQ
피플바이오,,304840,KR7304840002,KOSDAQ
픽셀플러스,,087600,KR7087600003,KOSDAQ
핀텔,,291810,KR7291810000,KOSDAQ
필에너지,,378340,KR7378340004,KOSDAQ
필옵틱스,,161580,KR7161580006,KOSDAQ
핌스,,347770,KR7347770000,KOSDAQ
핑거,,163730,KR7163730005,KOSDAQ
핑거스토리,,417180,KR7417180007,KOSDAQ
하나30호스팩,,469880,KR7469880009,KOSDAQ
하나31호스팩,,469900,KR7469900005,KOSDAQ
하나32호스팩,,475240,KR7475240008,KOSDAQ
하나33호스팩,,475250,KR7475250007,KOSDAQ
하나34호스팩,,484130,KR7484130000,KOSDAQ
하나35호스팩,,0041L0,KR70041L0000,KOSDAQ
하나36호스팩,,0101C0,KR70101C0008,KOSDAQ
하나금융지주,,086790,KR7086790003,KOSPI
하나기술,,299030,KR7299030007,KOSDAQ
하나마이크론,,067310,KR7067310003,KOSDAQ
하나머티리얼즈,,166090,KR7166090001,KOSDAQ
하나제약,,293480,KR7293480000,KOSPI
하나투어,,039130,KR7039130000,KOSPI
하림,,136480,KR7136480001,KOSDAQ
하림지주,,003380,KR7003380003,KOSDAQ
하스,,450330,KR7450330006,KOSDAQ
하이드로리튬,,101670,KR7101670008,KOSDAQ
하이딥,,365590,KR7365590009,KOSDAQ
하이로닉,,149980,KR7149980005,KOSDAQ
하이록코리아,,013030,KR7013030002,KOSDAQ
하이브,,352820,KR7352820005,KOSPI
하이비젼시스템,,126700,KR7126700004,KOSDAQ
하이스틸,,071090,KR7071090005,KOSPI
하이젠알앤엠,,160190,KR7160190005,KOSDAQ
하이즈항공,,221840,KR7221840002,KOSDAQ
하이텍팜,,106190,KR7106190002,KOSDAQ
하이트진로,,000080,KR7000080002,KOSPI
하이트진로2우B,,000087,KR7000082008,KOSPI
하이트진로홀딩스,,000140,KR7000140004,KOSPI
하이트진로홀딩스우,,000145,KR7000141002,KOSPI
하이퍼코퍼레이션,,065650,KR7065650004,KOSDAQ
하츠,,066130,KR7066130006,KOSDAQ
한국ANKOR유전,,152550,KR7152550000,KOSPI
한국가구,,004590,KR7004590006,KOSDAQ
한국가스공사,,036460,KR7036460004,KOSPI
한국경제TV,,039340,KR7039340005,KOSDAQ
한국공항,,005430,KR7005430004,KOSPI
한국금융지주,,071050,KR7071050009,KOSPI
한국금융지주우,,071055,KR7071051007,KOSPI
한국기업평가,,034950,KR7034950006,KOSDAQ
한국내화,,010040,KR7010040004,KOSPI
한국단자,,025540,KR7025540006,KOSPI
한국맥널티,,222980,KR7222980005,KOSDAQ
한국무브넥스,,010100,KR7010100006,KOSPI
한국미라클피플사,,331660,KR7331660001,KONEX
한국비엔씨,,256840,KR7256840000,KOSDAQ
한국비티비,,219750,KR7219750007,KOSDAQ
한국석유,,004090,KR7004090007,KOSPI
한국선재,,025550,KR7025550005,KOSDAQ
한국수출포장,,002200,KR7002200004,KOSPI
한국쉘석유,,002960,KR7002960003,KOSPI
한국알콜,,017890,KR7017890005,KOSDAQ
한국앤컴퍼니,,000240,KR7000240002,KOSPI
한국유니온제약,,080720,KR7080720006,KOSDAQ
한국자산신탁,,123890,KR7123890006,KOSPI
한국전력,,015760,KR7015760002,KOSPI
한국전자인증,,041460,KR7041460007,KOSDAQ
한국전자홀딩스,,006200,KR7006200000,KOSPI
한국정밀기계,,101680,KR7101680007,KOSDAQ
한국정보공학,,039740,KR7039740006,KOSDAQ
한국정보인증,,053300,KR7053300000,KOSDAQ
한국정보통신,,025770,KR7025770009,KOSDAQ
한국제12호스팩,,458610,KR7458610003,KOSDAQ
한국제13호스팩,,464440,KR7464440007,KOSDAQ
한국제15호스팩,,479880,KR7479880007,KOSDAQ
한국제지,,027970,KR7027970003,KOSPI
한국종합기술,,023350,KR7023350002,KOSPI
한국주강,,025890,KR7025890005,KOSPI
한국주철관,,000970,KR7000970004,KOSPI
한국철강,,104700,KR7104700000,KOSPI
한국첨단소재,,062970,KR7062970009,KOSDAQ
한국카본,,017960,KR7017960006,KOSPI
한국캐피탈,,023760,KR7023760002,KOSDAQ
한국컴퓨터,,054040,KR7054040001,KOSDAQ
한국콜마,,161890,KR7161890009,KOSPI
한국큐빅,,021650,KR7021650007,KOSDAQ
한국타이어앤테크놀로지,,161390,KR7161390000,KOSPI
한국토지신탁,,034830,KR7034830000,KOSPI
한국특강,,007280,KR7007280001,KOSPI
한국파마,,032300,KR7032300006,KOSDAQ
한국팩키지,,037230,KR7037230000,KOSDAQ
한국피아이엠,,448900,KR7448900001,KOSDAQ
한국항공우주,,047810,KR7047810007,KOSPI
한국화장품,,123690,KR7123690000,KOSPI
한국화장품제조,,003350,KR7003350006,KOSPI
한글과컴퓨터,,030520,KR7030520001,KOSDAQ
한네트,,052600,KR7052600004,KOSDAQ
한농화성,,011500,KR7011500006,KOSPI
한독,,002390,KR7002390003,KOSPI
한독크린텍,,256150,KR7256150004,KOSDAQ
한라IMS,,092460,KR7092460005,KOSDAQ
한라캐스트,,125490,KR7125490003,KOSDAQ
한미글로벌,,053690,KR7053690004,KOSPI
한미반도체,,042700,KR7042700005,KOSPI
한미사이언스,,008930,KR7008930000,KOSPI
한미약품,,128940,KR7128940004,KOSPI
한빛레이저,,452190,KR7452190002,KOSDAQ
한빛소프트,,047080,KR7047080007,KOSDAQ
한샘,,009240,KR7009240003,KOSPI
한선엔지니어링,,452280,KR7452280001,KOSDAQ
한섬,,020000,KR7020000006,KOSPI
한성기업,,003680,KR7003680006,KOSPI
한성크린텍,,066980,KR7066980004,KOSDAQ
한세실업,,105630,KR7105630008,KOSPI
한세엠케이,,069640,KR7069640001,KOSPI
한세예스24홀딩스,,016450,KR7016450009,KOSPI
한솔로지스틱스,,009180,KR7009180001,KOSPI
한솔아이원스,,114810,KR7114810005,KOSDAQ
한솔인티큐브,,070590,KR7070590005,KOSDAQ
한솔제지,,213500,KR7213500002,KOSPI
한솔케미칼,,014680,KR7014680003,KOSPI
한솔테크닉스,,004710,KR7004710000,KOSPI
한솔홀딩스,,004150,KR7004150009,KOSPI
한솔홈데코,,025750,KR7025750001,KOSPI
한스바이오메드,,042520,KR7042520007,KOSDAQ
한신공영,,004960,KR7004960001,KOSPI
한신기계,,011700,KR7011700002,KOSPI
한싹,,430690,KR7430690008,KOSDAQ
한양디지텍,,078350,KR7078350006,KOSDAQ
한양이엔지,,045100,KR7045100005,KOSDAQ
한양증권,,001750,KR7001750009,KOSPI
한양증권우,,001755,KR7001751007,KOSPI
한온시스템,,018880,KR7018880005,KOSPI
한올바이오파마,,009420,KR7009420001,KOSPI
한울반도체,,320000,KR7320000003,KOSDAQ
한울소재과학,,091440,KR7091440008,KOSDAQ
한울앤제주,,276730,KR7276730009,KOSDAQ
한익스프레스,,014130,KR7014130009,KOSPI
한일단조,,024740,KR7024740003,KOSDAQ
한일사료,,005860,KR7005860002,KOSDAQ
한일시멘트,,300720,KR7300720000,KOSPI
한일철강,,002220,KR7002220002,KOSPI
한일홀딩스,,003300,KR7003300001,KOSPI
한일화학,,007770,KR7007770001,KOSDAQ
한전KPS,,051600,KR7051600005,KOSPI
한전기술,,052690,KR7052690005,KOSPI
한전산업,,130660,KR7130660004,KOSPI
한주라이트메탈,,198940,KR7198940009,KOSDAQ
한주에이알티,,058450,KR7058450008,KOSDAQ
한중엔시에스,,107640,KR7107640005,KOSDAQ
한진,,002320,KR7002320000,KOSPI
한진중공업홀딩스,,003480,KR7003480001,KOSPI
한진칼,,180640,KR7180640005,KOSPI
한진칼우,,18064K,KR718064K016,KOSPI
한창,,005110,KR7005110002,KOSPI
한창산업,,079170,KR7079170007,KOSDAQ
한창제지,,009460,KR7009460007,KOSPI
한컴라이프케어,,372910,KR7372910000,KOSPI
한컴위드,,054920,KR7054920004,KOSDAQ
한켐,,457370,KR7457370005,KOSDAQ
한탑,,002680,KR7002680007,KOSDAQ
한텍,,098070,KR7098070006,KOSDAQ
한화,,000880,KR7000880005,KOSPI
한화3우B,,00088K,KR700088K015,KOSPI
한화갤러리아,,452260,KR7452260003,KOSPI
한화갤러리아우,,45226K,KR745226K018,KOSPI
한화리츠,,451800,KR7451800007,KOSPI
한화비전,,489790,KR7489790006,KOSPI
한화생명,,088350,KR7088350004,KOSPI
한화손해보험,,000370,KR7000370007,KOSPI
한화솔루션,,009830,KR7009830001,KOSPI
한화솔루션우,,009835,KR7009831009,KOSPI
한화시스템,,272210,KR7272210006,KOSPI
한화에어로스페이스,,012450,KR7012450003,KOSPI
한화엔진,,082740,KR7082740002,KOSPI
한화오션,,042660,KR7042660001,KOSPI
한화투자증권,,003530,KR7003530003,KOSPI
한화투자증권우,,003535,KR7003531001,KOSPI
한화플러스제4호스팩,,455310,KR7455310003,KOSDAQ
한화플러스제5호스팩,,498390,KR7498390004,KOSDAQ
해성디에스,,195870,KR7195870001,KOSPI
해성산업,,034810,KR7034810002,KOSDAQ
해성산업1우,,03481K,KR703481K019,KOSDAQ
해성에어로보틱스,,059270,KR7059270009,KOSDAQ
해성옵틱스,,076610,KR7076610005,KOSDAQ
해태제과식품,,101530,KR7101530004,KOSPI
핸디소프트,,220180,KR7220180004,KOSDAQ
핸즈코퍼레이션,,143210,KR7143210003,KOSPI
헥토이노베이션,,214180,KR7214180002,KOSDAQ
헥토파이낸셜,,234340,KR7234340008,KOSDAQ
헬릭스미스,,084990,KR7084990001,KOSDAQ
현대ADM,,187660,KR7187660006,KOSDAQ
현대건설,,000720,KR7000720003,KOSPI
현대건설우,,000725,KR7000721001,KOSPI
현대공업,,170030,KR7170030001,KOSDAQ
현대그린푸드,,453340,KR7453340002,KOSPI
현대글로비스,,086280,KR7086280005,KOSPI
현대로템,,064350,KR7064350002,KOSPI
현대리바트,,079430,KR7079430005,KOSPI
현대모비스,,012330,KR7012330007,KOSPI
현대무벡스,,319400,KR7319400008,KOSDAQ
현대바이오,,048410,KR7048410005,KOSDAQ
현대바이오랜드,,052260,KR7052260007,KOSDAQ
현대백화점,,069960,KR7069960003,KOSPI
현대비앤지스틸,,004560,KR7004560009,KOSPI
현대사료,,016790,KR7016790008,KOSDAQ
현대약품,,004310,KR7004310009,KOSPI
현대에버다임,,041440,KR7041440009,KOSDAQ
현대에이치티,현대HT,039010,KR7039010004,KOSDAQ
현대엘리베이터,,017800,KR7017800004,KOSPI
현대오토에버,,307950,KR7307950006,KOSPI
현대위아,,011210,KR7011210002,KOSPI
현대이지웰,,090850,KR7090850009,KOSDAQ
현대제철,,004020,KR7004020004,KOSPI
현대지에프홀딩스,,005440,KR7005440003,KOSPI
현대차,,005380,KR7005380001,KOSPI
현대차2우B,,005387,KR7005382007,KOSPI
현대차3우B,,005389,KR7005383005,KOSPI
현대차우,,005385,KR7005381009,KOSPI
현대차증권,,001500,KR7001500008,KOSPI
현대코퍼레이션,,011760,KR7011760006,KOSPI
현대코퍼레이션홀딩스,,227840,KR7227840006,KOSPI
현대퓨처넷,,126560,KR7126560002,KOSPI
현대해상,,001450,KR7001450006,KOSPI
현대홈쇼핑,,057050,KR7057050007,KOSPI
현대힘스,,460930,KR7460930001,KOSDAQ
